aadhaar,name,age,district,income_category,annual_income,livelihood,land_owned,house_type,house_ownership,dependents,is_sole_earner,has_insurance,savings_months,employer_support,family_support,previously_excluded,flood_severity,vulnerability_score,priority_tier,compensation_inr,phone,email
1256 4943 4376,Govind Chaudhary,26,"Alappuzha, Kerala",lower_middle,125371,small_business,0.0,kutcha,rented,3,1,0,2.6,0,0,1,20,79,Critical,75000,7545991022,govind973@outlook.com
9255 5739 4836,Anita Singh,68,"Darbhanga, Bihar",middle,336705,farmer,4.5,semi_pucca,owned,4,0,1,1.2,0,0,0,28,49,Medium,20000,6147679764,anita428@outlook.com
5508 1998 3869,Govind Pillai,62,"Alappuzha, Kerala",middle,336740,salaried_private,0.0,pucca,owned,4,0,0,2.2,0,0,0,20,49,Medium,20000,7815614978,govind137@outlook.com
7167 4012 9813,Lakshmi Pillai,52,"Srikakulam, Andhra Pradesh",upper_middle,580572,salaried_govt,0.0,semi_pucca,owned,2,0,0,10.1,1,1,0,22,22,Low,0,8036900343,lakshmi108@outlook.com
4978 5177 4331,Arvind Mishra,43,"Araria, Bihar",poor,39460,daily_wage,0.0,kutcha,owned,1,0,0,0.6,0,0,0,26,71,High,75000,7445107622,arvind131@outlook.com
4555 8854 4422,Mohan Nair,43,"Darbhanga, Bihar",lower_middle,174972,small_business,0.0,semi_pucca,rented,0,0,1,1.1,0,0,1,28,52,High,50000,9838851606,mohan157@gmail.com
4921 6269 5637,Geetha Mishra,46,"Morigaon, Assam",lower_middle,177186,daily_wage,0.0,kutcha,owned,3,1,0,1.4,0,1,0,25,75,Critical,75000,6715969664,geetha313@gmail.com
7073 6126 7781,Babu Nair,24,"Srikakulam, Andhra Pradesh",poor,63607,daily_wage,0.0,kutcha,rented,3,0,0,0.8,0,0,0,22,77,Critical,100000,6605297516,babu188@gmail.com
5026 9180 6530,Santosh Mishra,38,"Alappuzha, Kerala",poor,47090,daily_wage,0.0,semi_pucca,rented,0,1,0,0.7,0,1,1,20,65,High,75000,6369681645,santosh191@outlook.com
1554 2217 1794,Anita Verma,22,"Srikakulam, Andhra Pradesh",middle,224101,salaried_private,0.0,semi_pucca,owned,3,0,0,1.7,0,1,0,22,50,High,35000,7521818835,anita429@gmail.com
1257 1108 9719,Arun Thakur,57,"Srikakulam, Andhra Pradesh",poor,76345,daily_wage,0.0,semi_pucca,rented,3,1,0,0.5,0,1,0,22,72,High,75000,8231243292,arun159@outlook.com
2578 9591 3439,Sunita Devi,37,"Srikakulam, Andhra Pradesh",middle,318783,farmer,3.1,semi_pucca,owned,2,0,1,3.5,0,0,0,22,33,Medium,20000,6277997995,sunita956@outlook.com
2531 7640 7213,Kavitha Sharma,46,"Araria, Bihar",lower_middle,132022,farmer,2.4,semi_pucca,rented,1,1,0,0.7,0,0,1,26,72,High,50000,8271774490,kavitha222@yahoo.com
1697 4764 4463,Rajan Verma,66,"Alappuzha, Kerala",poor,76061,farmer,0.5,kutcha,owned,3,1,0,0.8,0,0,0,20,69,High,75000,8814770054,rajan911@yahoo.com
4394 3362 7525,Babu Kumar,26,"Alappuzha, Kerala",lower_middle,89744,small_business,0.0,semi_pucca,rented,4,0,0,1.6,0,0,1,20,69,High,50000,6199867980,babu584@outlook.com
9204 6666 1879,Arvind Das,28,"Morigaon, Assam",middle,243038,small_business,0.0,pucca,owned,6,0,0,4.4,0,0,0,25,60,High,35000,9935978207,arvind336@outlook.com
6829 7150 8075,Nalini Reddy,33,"Srikakulam, Andhra Pradesh",lower_middle,160460,farmer,1.3,kutcha,rented,2,0,0,0.1,0,1,0,22,61,High,50000,6518203778,nalini799@gmail.com
6188 6909 2745,Lakshmi Mishra,27,"Alappuzha, Kerala",middle,382419,salaried_private,0.0,semi_pucca,owned,2,0,0,4.6,1,1,0,20,30,Medium,20000,7554665905,lakshmi521@gmail.com
2524 6315 7311,Kavitha Jha,22,"Darbhanga, Bihar",lower_middle,115358,farmer,0.7,semi_pucca,owned,1,1,0,1.7,0,0,1,28,72,High,50000,6518644925,kavitha827@yahoo.com
5933 5397 9079,Arvind Rao,31,"Morigaon, Assam",poor,77503,farmer,0.9,kutcha,owned,6,0,0,0.6,0,1,1,25,74,High,75000,6925462914,arvind249@yahoo.com
4203 8501 2752,Nalini Chaudhary,30,"Darbhanga, Bihar",middle,252341,small_business,0.0,semi_pucca,owned,4,0,0,1.4,0,1,0,28,62,High,35000,9528168505,nalini876@outlook.com
6253 4290 8848,Arvind Pillai,42,"Morigaon, Assam",lower_middle,161289,daily_wage,0.0,semi_pucca,rented,2,1,0,1.3,0,0,0,25,75,Critical,75000,8235733221,arvind273@yahoo.com
4273 9939 3947,Radha Devi,65,"Araria, Bihar",poor,75544,farmer,1.0,kutcha,rented,2,1,0,0.3,0,1,0,26,70,High,75000,8188805929,radha130@yahoo.com
3280 5961 4965,Govind Thakur,38,"Alappuzha, Kerala",lower_middle,172847,daily_wage,0.0,semi_pucca,owned,4,1,0,2.5,0,1,0,20,65,High,50000,9222927065,govind888@gmail.com
6890 9796 2392,Siva Sharma,28,"Araria, Bihar",lower_middle,158372,small_business,0.0,semi_pucca,rented,2,0,0,1.5,0,0,0,26,65,High,50000,7794738347,siva852@gmail.com
2735 1172 2615,Jyothi Yadav,38,"Araria, Bihar",upper_middle,739214,small_business,0.0,semi_pucca,owned,4,0,1,8.8,0,0,0,26,40,Medium,10000,7597746886,jyothi380@outlook.com
2901 3321 6707,Govind Das,41,"Araria, Bihar",lower_middle,140694,farmer,1.7,semi_pucca,owned,3,0,0,1.0,0,1,1,26,65,High,50000,7392407581,govind200@gmail.com
6620 2791 3692,Meena Kumar,37,"Morigaon, Assam",lower_middle,125652,small_business,0.0,kutcha,owned,2,0,0,2.1,0,1,1,25,64,High,50000,6412478261,meena704@gmail.com
1478 4232 8365,Usha Mishra,59,"Alappuzha, Kerala",poor,66690,daily_wage,0.0,semi_pucca,rented,4,1,0,0.8,0,0,1,20,80,Critical,100000,7750606853,usha84@yahoo.com
4228 8496 2867,Radha Mehta,38,"Srikakulam, Andhra Pradesh",poor,43486,farmer,0.7,kutcha,owned,1,1,0,0.6,0,0,0,22,66,High,75000,9153051522,radha523@gmail.com
2388 3194 6131,Saranya Chaudhary,29,"Srikakulam, Andhra Pradesh",poor,55725,daily_wage,0.0,semi_pucca,owned,0,1,0,0.8,0,0,0,22,62,High,75000,6472779010,saranya304@yahoo.com
3838 3733 9022,Nalini Iyer,40,"Araria, Bihar",middle,227984,salaried_private,0.0,semi_pucca,owned,4,1,1,2.9,0,0,0,26,49,Medium,20000,8328986143,nalini21@gmail.com
7703 9056 7809,Rajesh Thakur,67,"Araria, Bihar",lower_middle,161187,farmer,1.2,semi_pucca,owned,1,1,1,0.4,0,0,0,26,50,High,50000,8103697117,rajesh609@gmail.com
9115 9369 2854,Parvathi Menon,58,"Srikakulam, Andhra Pradesh",lower_middle,84044,small_business,0.0,kutcha,rented,3,0,0,0.1,0,1,1,22,71,High,50000,6893246095,parvathi862@outlook.com
5055 5877 1528,Usha Devi,50,"Darbhanga, Bihar",poor,54042,daily_wage,0.0,semi_pucca,owned,3,1,0,0.8,0,0,1,28,83,Critical,100000,7962185188,usha58@yahoo.com
3281 4385 4390,Usha Patel,25,"Morigaon, Assam",poor,37693,daily_wage,0.0,kutcha,owned,3,0,0,0.8,0,0,1,25,80,Critical,100000,6670654051,usha355@gmail.com
7743 1971 5543,Rajan Singh,63,"Alappuzha, Kerala",lower_middle,150617,farmer,2.5,semi_pucca,rented,0,1,0,1.7,0,0,0,20,56,High,50000,8319520585,rajan231@yahoo.com
7146 8405 2237,Pushpa Yadav,62,"Araria, Bihar",poor,51108,daily_wage,0.0,kutcha,rented,3,0,0,0.7,0,0,0,26,81,Critical,100000,7772217043,pushpa396@outlook.com
6869 2037 9756,Kavitha Gupta,47,"Darbhanga, Bihar",lower_middle,171056,small_business,0.0,semi_pucca,owned,5,0,0,2.9,0,1,1,28,72,High,50000,6305486874,kavitha418@yahoo.com
1752 2631 8529,Jyothi Sharma,23,"Araria, Bihar",lower_middle,122318,small_business,0.0,kutcha,owned,2,0,0,1.7,0,0,0,26,65,High,50000,6345054156,jyothi354@gmail.com
6905 5102 2350,Pushpa Das,45,"Darbhanga, Bihar",poor,58036,daily_wage,0.0,kutcha,owned,4,1,0,0.1,0,0,1,28,88,Critical,100000,9765277584,pushpa852@outlook.com
3174 4705 9510,Arun Das,65,"Araria, Bihar",poor,77578,daily_wage,0.0,kutcha,owned,3,1,0,0.7,0,0,1,26,86,Critical,100000,6616928451,arun841@outlook.com
2690 6133 7022,Kavitha Devi,41,"Srikakulam, Andhra Pradesh",upper_middle,764693,salaried_private,0.0,semi_pucca,owned,3,1,1,10.7,0,0,0,22,35,Medium,10000,6544796275,kavitha418@yahoo.com
8248 4559 2420,Lakshmi Yadav,28,"Araria, Bihar",poor,74376,farmer,0.5,kutcha,owned,4,1,1,0.7,0,0,0,26,60,High,75000,9059640165,lakshmi405@gmail.com
5942 4366 9482,Mahesh Kumar,60,"Araria, Bihar",lower_middle,126076,daily_wage,0.0,semi_pucca,owned,3,0,0,0.4,0,1,1,26,71,High,50000,7029702135,mahesh434@outlook.com
9185 2163 9655,Meena Reddy,22,"Alappuzha, Kerala",upper_middle,605390,salaried_govt,0.0,pucca,owned,3,1,1,11.1,1,0,0,20,16,Low,0,8690927557,meena843@yahoo.com
2106 1225 5295,Mohan Kumar,35,"Morigaon, Assam",rich,2422517,business_owner,9.8,pucca,owned,5,0,1,18.3,0,0,0,25,30,Medium,0,6928565431,mohan389@gmail.com
3501 5546 2369,Siva Chaudhary,41,"Darbhanga, Bihar",poor,71194,daily_wage,0.0,kutcha,owned,1,0,0,0.4,0,0,0,28,73,High,75000,6278681447,siva557@gmail.com
1948 5005 2412,Usha Reddy,49,"Darbhanga, Bihar",poor,55606,daily_wage,0.0,kutcha,owned,0,1,0,0.6,0,0,1,28,78,Critical,100000,7947312172,usha104@yahoo.com
9568 9474 5247,Nalini Jha,32,"Darbhanga, Bihar",poor,50269,farmer,0.7,semi_pucca,owned,4,1,0,0.0,0,1,1,28,72,High,75000,9155188442,nalini195@yahoo.com
5308 2262 9128,Kamala Das,51,"Morigaon, Assam",poor,47613,daily_wage,0.0,semi_pucca,owned,2,0,0,0.9,0,1,1,25,65,High,75000,7583132370,kamala910@gmail.com
9336 1042 1721,Meena Reddy,22,"Alappuzha, Kerala",middle,310969,salaried_private,0.0,semi_pucca,owned,0,0,1,1.8,0,0,0,20,28,Medium,20000,8895782911,meena48@outlook.com
6272 5067 7819,Govind Reddy,68,"Araria, Bihar",middle,275414,farmer,1.6,semi_pucca,owned,2,1,0,5.3,0,0,0,26,60,High,35000,8678669125,govind955@yahoo.com
8620 5625 6090,Selvi Das,42,"Morigaon, Assam",poor,37825,daily_wage,0.0,kutcha,owned,4,1,0,0.2,0,0,0,25,80,Critical,100000,6778528922,selvi391@outlook.com
9954 5016 3466,Nalini Nair,22,"Darbhanga, Bihar",lower_middle,118219,small_business,0.0,kutcha,owned,5,0,0,1.9,0,0,0,28,77,Critical,75000,9801824225,nalini748@yahoo.com
4361 9680 4902,Saranya Devi,48,"Srikakulam, Andhra Pradesh",middle,321962,farmer,4.4,semi_pucca,owned,4,1,0,5.8,0,1,0,22,53,High,35000,7584143842,saranya887@gmail.com
2565 9280 3187,Parvathi Das,62,"Srikakulam, Andhra Pradesh",poor,36096,daily_wage,0.0,kutcha,owned,2,1,0,0.8,0,0,0,22,72,High,75000,8981829922,parvathi418@yahoo.com
6211 8417 5455,Selvi Mehta,36,"Srikakulam, Andhra Pradesh",middle,328850,farmer,3.6,pucca,owned,4,1,1,2.5,0,0,0,22,44,Medium,20000,8900109439,selvi799@gmail.com
6051 8591 5341,Geetha Gupta,29,"Darbhanga, Bihar",rich,1257065,business_owner,5.0,pucca,owned,3,1,1,13.3,0,0,0,28,33,Medium,0,9907844736,geetha464@gmail.com
7492 9412 1802,Rekha Jha,65,"Darbhanga, Bihar",poor,76183,daily_wage,0.0,semi_pucca,rented,4,1,0,0.8,0,1,1,28,83,Critical,100000,8710276773,rekha245@yahoo.com
1195 2010 4641,Arvind Devi,30,"Morigaon, Assam",poor,56502,daily_wage,0.0,kutcha,rented,5,0,0,0.6,0,1,1,25,85,Critical,100000,8925556258,arvind328@gmail.com
8265 3110 2506,Mohan Nair,43,"Araria, Bihar",middle,359905,salaried_private,0.0,semi_pucca,owned,3,0,0,3.9,0,0,1,26,59,High,35000,6537147321,mohan884@gmail.com
4517 4066 5505,Sunita Jha,39,"Darbhanga, Bihar",middle,193274,farmer,3.3,semi_pucca,owned,4,1,0,3.0,0,1,0,28,59,High,35000,6469632595,sunita680@outlook.com
3248 7868 4267,Pushpa Mishra,63,"Srikakulam, Andhra Pradesh",poor,70434,daily_wage,0.0,kutcha,owned,5,1,0,0.4,0,0,1,22,87,Critical,100000,7278774701,pushpa241@gmail.com
7363 5430 3946,Rajesh Mehta,23,"Alappuzha, Kerala",lower_middle,151258,farmer,2.5,semi_pucca,owned,4,0,0,1.1,0,0,0,20,56,High,50000,9873395004,rajesh679@yahoo.com
5060 4951 5366,Vijay Devi,56,"Morigaon, Assam",poor,48411,daily_wage,0.0,kutcha,owned,5,1,0,0.5,0,0,0,25,85,Critical,100000,9974801624,vijay747@gmail.com
1462 6761 3328,Krishnan Menon,58,"Darbhanga, Bihar",poor,55455,daily_wage,0.0,semi_pucca,owned,0,1,0,0.8,0,1,0,28,63,High,75000,8650609835,krishnan328@yahoo.com
6435 4300 3137,Arun Kumar,43,"Araria, Bihar",upper_middle,562032,salaried_govt,0.0,pucca,owned,1,1,1,3.5,1,0,1,26,27,Medium,10000,8168784991,arun118@yahoo.com
7481 2655 6514,Mohan Jha,41,"Araria, Bihar",poor,68444,daily_wage,0.0,kutcha,rented,6,0,0,0.1,0,0,1,26,91,Critical,100000,7165585239,mohan905@yahoo.com
3872 7199 6026,Krishnan Reddy,68,"Morigaon, Assam",upper_middle,783963,salaried_govt,0.0,semi_pucca,owned,3,0,0,11.6,1,0,0,25,35,Medium,10000,9800025787,krishnan714@gmail.com
2705 9129 3304,Santosh Menon,43,"Morigaon, Assam",lower_middle,172013,farmer,1.3,kutcha,owned,3,0,0,2.9,0,1,0,25,64,High,50000,7982595269,santosh748@outlook.com
1186 5345 4435,Jyothi Gupta,37,"Darbhanga, Bihar",poor,41002,daily_wage,0.0,kutcha,owned,2,1,0,0.8,0,0,0,28,78,Critical,100000,8958887947,jyothi331@gmail.com
9946 7149 2661,Murugan Jha,52,"Darbhanga, Bihar",lower_middle,174426,farmer,1.3,semi_pucca,owned,4,1,0,2.9,0,0,0,28,72,High,50000,6551694097,murugan233@gmail.com
3787 7151 3636,Mohan Mehta,68,"Alappuzha, Kerala",middle,298302,small_business,0.0,semi_pucca,owned,4,1,0,2.5,0,1,0,20,59,High,35000,8993097289,mohan792@gmail.com
1877 2659 6424,Usha Patel,35,"Darbhanga, Bihar",poor,70215,daily_wage,0.0,kutcha,owned,3,0,0,0.4,0,0,0,28,78,Critical,100000,9230913075,usha838@gmail.com
1893 6911 1062,Nalini Singh,49,"Araria, Bihar",poor,77839,farmer,0.7,semi_pucca,owned,3,1,0,0.1,0,0,0,26,70,High,75000,9263689702,nalini738@gmail.com
8715 9013 5341,Saranya Mishra,27,"Darbhanga, Bihar",lower_middle,142957,farmer,0.6,semi_pucca,owned,5,1,0,0.9,0,1,0,28,72,High,50000,7857865278,saranya700@gmail.com
2584 2404 6632,Anita Singh,56,"Alappuzha, Kerala",poor,54998,farmer,0.4,kutcha,owned,1,1,0,0.5,0,1,1,20,64,High,75000,8854973348,anita738@gmail.com
5896 2293 7468,Rekha Thakur,67,"Srikakulam, Andhra Pradesh",poor,55369,daily_wage,0.0,semi_pucca,rented,4,0,0,0.5,0,0,0,22,72,High,75000,8344375758,rekha265@yahoo.com
3422 5225 6238,Usha Nair,68,"Darbhanga, Bihar",lower_middle,138856,farmer,2.5,kutcha,owned,1,1,0,2.4,0,1,1,28,69,High,50000,8419866524,usha402@outlook.com
2843 7790 3451,Kamala Yadav,31,"Darbhanga, Bihar",poor,66179,daily_wage,0.0,kutcha,owned,4,1,0,0.5,0,0,0,28,83,Critical,100000,6415747338,kamala313@yahoo.com
8750 1613 3821,Nalini Menon,39,"Alappuzha, Kerala",poor,36618,daily_wage,0.0,kutcha,owned,4,0,0,0.9,0,0,1,20,75,Critical,100000,8842199330,nalini458@gmail.com
5400 7102 1331,Anita Thakur,43,"Srikakulam, Andhra Pradesh",middle,339555,small_business,0.0,pucca,owned,1,0,0,3.0,0,0,0,22,47,Medium,20000,7301657120,anita779@outlook.com
7828 2462 4079,Babu Rao,50,"Morigaon, Assam",poor,75625,daily_wage,0.0,kutcha,owned,6,1,0,0.2,0,1,0,25,80,Critical,100000,7677345401,babu992@gmail.com
1474 3846 4158,Arvind Verma,34,"Araria, Bihar",poor,63849,farmer,0.8,semi_pucca,owned,3,0,0,0.2,0,1,0,26,60,High,75000,7802620672,arvind92@yahoo.com
1500 4963 7102,Selvi Devi,53,"Darbhanga, Bihar",middle,299655,small_business,0.0,semi_pucca,owned,5,1,0,2.0,0,0,0,28,77,Critical,50000,8004991547,selvi913@gmail.com
1449 7333 1813,Kavitha Pillai,32,"Alappuzha, Kerala",rich,2790542,salaried_govt,0.0,pucca,owned,4,0,1,8.9,1,0,0,20,11,Low,0,9287431527,kavitha458@outlook.com
3167 3837 1138,Ramesh Thakur,36,"Alappuzha, Kerala",poor,74413,daily_wage,0.0,kutcha,owned,1,1,0,0.5,0,0,0,20,70,High,75000,8205493296,ramesh441@yahoo.com
7506 2676 1120,Kamala Chaudhary,54,"Morigaon, Assam",middle,365956,salaried_private,0.0,pucca,owned,3,0,0,2.9,0,1,0,25,49,Medium,20000,9851612275,kamala996@gmail.com
3456 9475 4937,Saranya Nair,25,"Morigaon, Assam",lower_middle,143142,farmer,2.5,semi_pucca,owned,5,1,0,2.6,0,1,0,25,66,High,50000,7046374549,saranya939@outlook.com
4111 6622 4643,Suresh Menon,65,"Alappuzha, Kerala",poor,39170,farmer,0.7,semi_pucca,rented,3,0,0,0.3,0,0,1,20,69,High,75000,6453017426,suresh272@outlook.com
3999 6499 2463,Dinesh Iyer,36,"Alappuzha, Kerala",poor,49673,farmer,0.8,semi_pucca,owned,3,0,0,0.2,0,1,1,20,59,High,75000,8145933272,dinesh81@yahoo.com
2166 8736 4187,Arun Sharma,54,"Morigaon, Assam",poor,57556,daily_wage,0.0,semi_pucca,owned,1,0,0,0.3,0,1,0,25,60,High,75000,9956878339,arun525@yahoo.com
6183 3954 2324,Parvathi Singh,53,"Darbhanga, Bihar",poor,33543,farmer,0.2,semi_pucca,rented,4,0,0,0.3,0,0,0,28,72,High,75000,6878519108,parvathi310@yahoo.com
2442 3120 8105,Vijay Thakur,62,"Morigaon, Assam",middle,346330,small_business,0.0,semi_pucca,owned,3,1,0,2.0,0,0,0,25,69,High,35000,7982258713,vijay938@outlook.com
4122 1293 1067,Babu Verma,62,"Srikakulam, Andhra Pradesh",rich,2802361,salaried_govt,0.0,pucca,owned,3,1,1,9.6,1,0,1,22,23,Low,0,9187072867,babu711@yahoo.com
8469 9524 9587,Saranya Pillai,43,"Araria, Bihar",poor,50453,daily_wage,0.0,semi_pucca,owned,5,1,0,0.6,0,1,0,26,76,Critical,100000,6874064039,saranya905@outlook.com
3149 4460 1359,Santosh Reddy,59,"Srikakulam, Andhra Pradesh",poor,62124,daily_wage,0.0,kutcha,owned,6,1,0,0.9,0,0,1,22,87,Critical,100000,6065180170,santosh338@outlook.com
1323 1790 2897,Anita Devi,48,"Alappuzha, Kerala",poor,72633,daily_wage,0.0,kutcha,owned,6,0,0,0.6,0,0,0,20,75,Critical,100000,8622656766,anita817@yahoo.com
3247 7862 2718,Kamala Rao,54,"Srikakulam, Andhra Pradesh",poor,61090,farmer,0.2,kutcha,owned,5,0,0,0.0,0,0,1,22,76,Critical,100000,6825128682,kamala498@yahoo.com
5839 3627 1645,Krishnan Yadav,57,"Alappuzha, Kerala",lower_middle,93928,daily_wage,0.0,semi_pucca,rented,6,0,0,2.3,0,0,0,20,75,Critical,75000,7004786863,krishnan556@outlook.com
2475 9383 2229,Nalini Singh,68,"Srikakulam, Andhra Pradesh",poor,51666,daily_wage,0.0,semi_pucca,owned,3,1,1,0.1,0,1,0,22,52,High,75000,7752431069,nalini140@yahoo.com
6123 7979 2898,Mahesh Jha,28,"Darbhanga, Bihar",rich,1769556,business_owner,14.7,pucca,owned,3,0,1,6.9,0,0,0,28,28,Medium,0,6331190790,mahesh962@gmail.com
3996 2865 7566,Radha Mehta,47,"Darbhanga, Bihar",lower_middle,102349,daily_wage,0.0,kutcha,owned,4,1,0,2.9,0,1,0,28,78,Critical,75000,7067383028,radha927@yahoo.com
7816 8908 8178,Vijay Devi,33,"Srikakulam, Andhra Pradesh",lower_middle,142684,farmer,1.8,semi_pucca,owned,3,0,0,0.3,0,0,1,22,66,High,50000,8395995342,vijay272@outlook.com
1753 2037 5286,Govind Gupta,63,"Alappuzha, Kerala",lower_middle,169714,small_business,0.0,semi_pucca,owned,5,0,0,2.7,0,0,0,20,64,High,50000,7644089268,govind451@gmail.com
9570 2560 8091,Jyothi Verma,64,"Morigaon, Assam",poor,64394,daily_wage,0.0,semi_pucca,owned,2,0,0,0.6,0,0,0,25,65,High,75000,9056856624,jyothi912@gmail.com
3571 9283 8688,Anita Kumar,53,"Araria, Bihar",upper_middle,747975,salaried_govt,0.0,pucca,owned,5,0,1,10.6,1,0,0,26,22,Low,0,9287334270,anita307@gmail.com
8521 8277 8341,Rekha Das,27,"Araria, Bihar",lower_middle,123371,daily_wage,0.0,semi_pucca,rented,3,0,1,0.7,0,0,1,26,66,High,50000,9688263435,rekha429@gmail.com
4389 8474 6584,Saranya Verma,45,"Srikakulam, Andhra Pradesh",poor,62595,farmer,0.0,kutcha,rented,2,0,0,0.0,0,0,0,22,69,High,75000,6751830469,saranya684@yahoo.com
6818 5783 9973,Ramesh Mehta,55,"Darbhanga, Bihar",lower_middle,161232,farmer,1.9,semi_pucca,rented,3,0,0,1.4,0,1,0,28,67,High,50000,6139837354,ramesh856@yahoo.com
7437 4532 8488,Prakash Devi,34,"Morigaon, Assam",lower_middle,144542,daily_wage,0.0,kutcha,owned,1,1,0,2.2,0,1,0,25,70,High,50000,6331739363,prakash635@outlook.com
9172 1071 9689,Rajesh Singh,25,"Morigaon, Assam",rich,995036,salaried_govt,0.0,pucca,owned,6,0,0,16.6,1,0,0,25,36,Medium,0,8467854458,rajesh173@gmail.com
6273 9259 7302,Rajan Mishra,48,"Alappuzha, Kerala",middle,306597,salaried_private,0.0,pucca,owned,3,0,0,5.6,0,1,0,20,39,Medium,20000,9717535560,rajan299@yahoo.com
9975 6143 4560,Rajesh Pillai,34,"Alappuzha, Kerala",poor,52469,daily_wage,0.0,kutcha,owned,4,0,0,0.1,0,0,0,20,70,High,75000,7204899642,rajesh398@yahoo.com
6771 8870 7839,Babu Devi,65,"Araria, Bihar",middle,270516,salaried_private,0.0,pucca,owned,2,0,1,4.6,0,1,0,26,25,Medium,20000,7536937854,babu704@outlook.com
5105 3399 2016,Vijay Pillai,66,"Alappuzha, Kerala",upper_middle,406695,small_business,0.0,pucca,owned,4,0,1,4.3,0,0,0,20,35,Medium,10000,9772522872,vijay704@outlook.com
7371 4892 9370,Santosh Iyer,66,"Morigaon, Assam",upper_middle,416937,salaried_govt,0.0,pucca,owned,4,1,1,8.5,1,0,0,25,21,Low,0,6801006231,santosh628@gmail.com
7025 9955 4218,Deepak Reddy,68,"Morigaon, Assam",lower_middle,169803,daily_wage,0.0,semi_pucca,owned,3,1,0,0.0,0,1,0,25,70,High,50000,7038750997,deepak893@gmail.com
5572 5329 3131,Suresh Yadav,32,"Araria, Bihar",upper_middle,493022,small_business,0.0,pucca,owned,5,0,1,11.7,0,0,0,26,41,Medium,10000,9008860084,suresh643@yahoo.com
6866 2194 6207,Saranya Thakur,55,"Alappuzha, Kerala",poor,76510,daily_wage,0.0,kutcha,rented,0,0,1,0.9,0,0,0,20,50,High,75000,8086211823,saranya692@outlook.com
6911 5809 4579,Jyothi Mehta,61,"Araria, Bihar",poor,63104,daily_wage,0.0,semi_pucca,rented,4,1,0,0.4,0,1,0,26,76,Critical,100000,7984546156,jyothi741@yahoo.com
6258 7248 2857,Rekha Sharma,46,"Alappuzha, Kerala",rich,836925,salaried_govt,0.0,pucca,owned,2,1,1,10.3,1,0,0,20,11,Low,0,9933410166,rekha460@outlook.com
3742 9814 9736,Kavitha Devi,22,"Morigaon, Assam",lower_middle,129146,farmer,1.5,kutcha,owned,3,0,0,0.9,0,0,1,25,74,High,50000,9870021765,kavitha209@gmail.com
3519 1389 8523,Usha Das,67,"Darbhanga, Bihar",rich,1694121,business_owner,8.1,pucca,owned,5,0,1,15.7,0,0,0,28,33,Medium,0,6803397401,usha398@outlook.com
7626 8094 6183,Murugan Gupta,23,"Morigaon, Assam",middle,199201,farmer,4.2,semi_pucca,owned,3,1,0,3.9,0,1,0,25,56,High,35000,8890250392,murugan354@outlook.com
5748 5937 2417,Rajesh Devi,40,"Srikakulam, Andhra Pradesh",lower_middle,174409,daily_wage,0.0,semi_pucca,rented,2,0,0,1.8,0,0,1,22,72,High,50000,9142939685,rajesh918@yahoo.com
7113 1182 3316,Lakshmi Pillai,29,"Srikakulam, Andhra Pradesh",poor,32019,farmer,0.5,kutcha,owned,5,1,0,0.4,0,0,0,22,76,Critical,100000,9218501631,lakshmi212@gmail.com
9397 3333 3637,Geetha Yadav,33,"Darbhanga, Bihar",middle,336409,farmer,3.2,pucca,owned,6,1,1,2.1,0,0,0,28,55,High,35000,8999650477,geetha363@yahoo.com
2198 5762 2103,Parvathi Iyer,38,"Araria, Bihar",rich,1280761,business_owner,12.6,pucca,owned,3,1,0,21.3,0,0,0,26,46,Medium,0,7586629619,parvathi14@gmail.com
6206 8960 8383,Mohan Nair,43,"Darbhanga, Bihar",middle,332199,small_business,0.0,pucca,owned,5,0,0,1.6,0,0,0,28,68,High,35000,8311426265,mohan693@outlook.com
5533 6889 3200,Santosh Yadav,65,"Alappuzha, Kerala",middle,333136,salaried_private,0.0,pucca,owned,2,1,0,5.0,0,1,0,20,39,Medium,20000,8110475412,santosh373@gmail.com
4218 5312 2252,Arvind Iyer,68,"Morigaon, Assam",lower_middle,120038,small_business,0.0,semi_pucca,owned,1,0,1,1.9,0,1,1,25,44,Medium,30000,6267888610,arvind721@yahoo.com
8734 3435 6993,Siva Iyer,47,"Darbhanga, Bihar",upper_middle,731154,salaried_private,0.0,pucca,owned,3,1,0,6.6,0,0,0,28,52,High,15000,6581995604,siva312@yahoo.com
3299 8310 3608,Vijay Verma,33,"Araria, Bihar",poor,63450,daily_wage,0.0,kutcha,owned,4,1,0,0.0,0,1,0,26,76,Critical,100000,9618398262,vijay997@outlook.com
7358 8695 8448,Kamala Jha,24,"Alappuzha, Kerala",lower_middle,127028,farmer,2.0,semi_pucca,owned,3,1,0,0.8,0,1,0,20,56,High,50000,7444721264,kamala880@yahoo.com
6985 2275 9465,Murugan Mishra,38,"Darbhanga, Bihar",poor,64168,daily_wage,0.0,kutcha,owned,4,1,0,0.7,0,0,0,28,83,Critical,100000,9471543799,murugan207@yahoo.com
5600 4465 3461,Mohan Verma,33,"Srikakulam, Andhra Pradesh",lower_middle,125224,farmer,1.5,semi_pucca,owned,4,0,0,1.5,0,1,1,22,61,High,50000,7712406596,mohan922@yahoo.com
1367 4992 1706,Vijay Yadav,30,"Araria, Bihar",lower_middle,95509,farmer,1.3,semi_pucca,owned,5,0,0,0.3,0,0,0,26,70,High,50000,8756924593,vijay690@outlook.com
